iter	Logloss
150	0.2703165185
151	0.2701106179
152	0.2696710498
153	0.2691517739
154	0.2688411469
155	0.2685749953
156	0.2682375196
157	0.2679531389
158	0.2677285543
159	0.2674415413
160	0.2672519174
161	0.2670471611
162	0.2667199737
163	0.2665077925
164	0.2659278677
165	0.2656238338
166	0.2654848646
167	0.2651245348
168	0.2649413899
169	0.2646765852
170	0.2644975806
171	0.2641022825
172	0.2638990458
173	0.2637161263
174	0.2635256158
175	0.2631905608
176	0.2628685424
177	0.2626868433
178	0.2623913948
179	0.2621357083
180	0.2619861121
181	0.2615693998
182	0.2612357896
183	0.2609444964
184	0.2607150369
185	0.260484819
186	0.2602184061
187	0.2599301431
188	0.2597262228
189	0.2593813356
190	0.2591243806
191	0.2588375001
192	0.2586404646
193	0.2582950479
194	0.2579854818
195	0.2576461783
196	0.2573408292
197	0.2571148161
198	0.2569695028
199	0.2567376089
200	0.2563901369
201	0.2562361006
202	0.2558029922
203	0.2555385425
204	0.2553848255
205	0.2551941736
206	0.2550648233
207	0.2548563246
208	0.2546655383
209	0.2543984558
210	0.2540844532
211	0.2537544559
212	0.2535697821
213	0.2532678516
214	0.2529774598
215	0.2527263032
216	0.2524894731
217	0.2521471115
218	0.2517993932
219	0.2514816551
220	0.2511345954
221	0.2509732943
222	0.2507853895
223	0.2506668073
224	0.2504381751
225	0.2501599089
226	0.2500155086
227	0.2496979571
228	0.2494125305
229	0.2492601664
230	0.2490851914
231	0.2489153849
232	0.2487802882
233	0.2484433025
234	0.248286893
235	0.2481459757
236	0.247934088
237	0.2476016715
238	0.2474785331
239	0.2473591688
240	0.2472565143
241	0.2470261341
242	0.2467891493
243	0.246459607
244	0.246300895
245	0.2461767937
246	0.2460257679
247	0.2458134538
248	0.2453091655
249	0.2451573935
250	0.2449111424
251	0.2446857864
252	0.2445206533
253	0.2442275739
254	0.2439934768
255	0.2437909233
256	0.243591679
257	0.2434477395
258	0.2432564794
259	0.243090756
260	0.2427919156
261	0.2426263078
262	0.242429231
263	0.2422558004
264	0.2420745555
265	0.241875287
266	0.2416359351
267	0.2415357074
268	0.2413009366
269	0.2410233153
270	0.2408901307
271	0.2407555134
272	0.2404858422
273	0.2402709481
274	0.2400836472
275	0.23985818
276	0.2395311816
277	0.2392551532
278	0.2391386343
279	0.2389812992
280	0.2387519824
281	0.2384686452
282	0.2382255023
283	0.2378867561
284	0.2374200486
285	0.2372410804
286	0.2370598395
287	0.236962709
288	0.2368251396
289	0.2367367619
290	0.2364254976
291	0.2363013457
292	0.2360103329
293	0.2358202674
294	0.2353647539
295	0.2350861701
296	0.2349883814
297	0.2347519458
298	0.234582759
299	0.2344321833
300	0.2343225925
301	0.2341625472
302	0.2338775516
303	0.2335986882
304	0.2334659727
305	0.2331726772
306	0.232998916
307	0.2329141458
308	0.2328038786
309	0.2326422468
310	0.2324081816
311	0.2322396974
312	0.2320571515
313	0.2318885034
314	0.231764766
315	0.2316139675
316	0.2312284559
317	0.2310180197
318	0.2308791982
319	0.2306106623
320	0.2302704194
321	0.2300992085
322	0.2297607191
323	0.2296100034
324	0.2295013512
325	0.2293510016
326	0.2291950737
327	0.2290003602
328	0.2288216618
329	0.2283891982
330	0.2282464102
331	0.2280438252
332	0.2278320954
333	0.2274876066
334	0.2273656416
335	0.2272632027
336	0.2269659532
337	0.2266243458
338	0.2264001546
339	0.22617195
340	0.2258771633
341	0.2256642005
342	0.225400694
343	0.22519156
344	0.22493431
345	0.2248132383
346	0.2246386667
347	0.2243684398
348	0.2242154385
349	0.224100398
350	0.2238950731
351	0.223718186
352	0.2235314528
353	0.2233767485
354	0.2232620008
355	0.2230543098
356	0.222798517
357	0.2224631752
358	0.2221918009
359	0.2220803498
360	0.2218958674
361	0.2217267529
362	0.2215448154
363	0.2213123484
364	0.221219864
365	0.2210798111
366	0.2208083603
367	0.2206691702
368	0.220310798
369	0.2201173841
370	0.2199730924
371	0.2197556666
372	0.2196212635
373	0.219526409
374	0.2193179178
375	0.2190369914
376	0.21878826
377	0.2185511229
378	0.218391106
379	0.2182368797
380	0.2181164125
381	0.2178156906
382	0.2176128106
383	0.2172078621
384	0.2170216734
385	0.2169037934
386	0.2167763124
387	0.2166552626
388	0.216436994
389	0.2163427231
390	0.216012487
391	0.2158461828
392	0.2155751269
393	0.2154166957
394	0.2152599864
395	0.2150958726
396	0.2148982094
397	0.2147840516
398	0.2146412818
399	0.2145521449
400	0.2144328766
401	0.2143053548
402	0.2141251091
403	0.2139967684
404	0.2138697808
405	0.2136842017
406	0.2135733842
407	0.2133759613
408	0.2131862004
409	0.2129933854
410	0.2128359577
411	0.21267331
412	0.2124903481
413	0.2123309753
414	0.2121304153
415	0.2118684844
416	0.2116294639
417	0.2115046788
418	0.2114310751
419	0.2111868708
420	0.2110430449
421	0.2109204909
422	0.210731726
423	0.2105718842
424	0.2103756305
425	0.2102216557
426	0.2100648055
427	0.2099430562
428	0.2096989766
429	0.2094256599
430	0.2091956749
431	0.208912792
432	0.2087873494
433	0.2085554304
434	0.2083302951
435	0.2081629468
436	0.2080581711
437	0.2079323784
438	0.2077310799
439	0.2075862132
440	0.2074891747
441	0.2073815514
442	0.2072222122
443	0.2071260664
444	0.2069312659
445	0.2068577741
446	0.2067556611
447	0.2066868595
448	0.2064382305
449	0.2062248153
450	0.2061585766
451	0.2060409094
452	0.2059201497
453	0.2058107465
454	0.205597265
455	0.2054995497
456	0.2054014229
457	0.2053306057
458	0.2051275124
459	0.2050246622
460	0.2048994531
461	0.2047630697
462	0.2046308355
463	0.2045113577
464	0.2043304644
465	0.2042261682
466	0.2041000513
467	0.2039930567
468	0.2038974447
469	0.2037453243
470	0.2035608083
471	0.2034375151
472	0.2033415157
473	0.203236489
474	0.2030463089
475	0.2027938479
476	0.2026518793
477	0.202565296
478	0.2024523714
479	0.2023437786
480	0.2022208348
481	0.2020974554
482	0.2018838391
483	0.2017165679
484	0.2016271997
485	0.2015117544
486	0.201372695
487	0.2012839808
488	0.2011419647
489	0.2010310116
490	0.2009044847
491	0.200711367
492	0.2005507233
493	0.2004103037
494	0.200301522
495	0.2002227196
496	0.2001299368
497	0.2000278014
498	0.1999574485
499	0.1997782494
500	0.1996464963
501	0.1995043302
502	0.1994270529
503	0.1992600771
504	0.1991574119
505	0.1990323557
506	0.1988435017
507	0.1987169269
508	0.1986126404
509	0.1985304113
510	0.1983686076
511	0.1981466079
512	0.1980284508
513	0.1979315913
514	0.1978284897
515	0.1977389646
516	0.1976581281
517	0.1974977735
518	0.1973957657
519	0.1972670165
520	0.1971418014
521	0.1970506487
522	0.1969343219
523	0.1968140896
524	0.1966634797
525	0.1965408816
526	0.1964499321
527	0.196320399
528	0.1961560271
529	0.1960830306
530	0.1959287256
531	0.1957980596
532	0.1956825974
533	0.1955959173
534	0.1955122169
535	0.1954444115
536	0.1953157749
537	0.1952232737
538	0.1950314499
539	0.1949397231
540	0.1947879086
541	0.1947318297
542	0.1946521914
543	0.1944851112
544	0.1943751936
545	0.1942668881
546	0.1941256651
547	0.1939682872
548	0.1938718336
549	0.1938011345
550	0.1936620145
551	0.1935641734
552	0.1934833325
553	0.1931886308
554	0.1930134221
555	0.1929270941
556	0.1928320078
557	0.1926441915
558	0.1924623166
559	0.19226007
560	0.1921510579
561	0.191952281
562	0.1918736427
563	0.1917814698
564	0.1916297703
565	0.1915452578
566	0.1914854586
567	0.1914035125
568	0.191314168
569	0.1911972067
570	0.1910532145
571	0.1909298191
572	0.1907654245
573	0.1905767265
574	0.1904366337
575	0.1902534039
576	0.1901650475
577	0.1900218581
578	0.1899028097
579	0.1896775228
580	0.1895819122
581	0.1894102792
582	0.1893047187
583	0.1891555845
584	0.1890829867
585	0.1889599981
586	0.1888782362
587	0.1887256584
588	0.1886128058
589	0.1884588243
590	0.1883833633
591	0.188274182
592	0.1882025759
593	0.188066874
594	0.1879759216
595	0.1878840871
596	0.1877919578
597	0.187710514
598	0.1875791864
599	0.1874893604
600	0.187363513
601	0.1872192957
602	0.1870512403
603	0.1869906912
604	0.186857664
605	0.1867877747
606	0.1866682462
607	0.1865666254
608	0.1864051985
609	0.1862638299
610	0.1860956823
611	0.1860029833
612	0.1859061067
613	0.1857801653
614	0.1857158667
615	0.185658332
616	0.1855102244
617	0.1853232339
618	0.1852331118
619	0.1851093966
620	0.1849830462
621	0.1848133453
622	0.1846850055
623	0.1845269055
624	0.1843855545
625	0.1843219055
626	0.1841824731
627	0.1841142895
628	0.1839943081
629	0.1838958929
630	0.1838042657
631	0.183695402
632	0.1835726641
633	0.1834764419
634	0.1833001352
635	0.1832241786
636	0.1831575853
637	0.1830153337
638	0.1828650765
639	0.1827453576
640	0.1826677604
641	0.1825721289
642	0.1824880526
643	0.182399669
644	0.1823098413
645	0.1821906556
646	0.1820490164
647	0.1819537956
648	0.1818783738
649	0.1817749012
650	0.1816351735
651	0.1815723324
652	0.1814930917
653	0.1814324843
654	0.1812488416
655	0.1811012344
656	0.1810203438
657	0.180929592
658	0.1808518078
659	0.1807431017
660	0.1806051083
661	0.1805400432
662	0.1803499645
663	0.1802403881
664	0.1801682198
665	0.1800494338
666	0.1799158445
667	0.1797811014
668	0.1796821742
669	0.1795723378
670	0.1794632933
671	0.1794060104
672	0.1793368959
673	0.1792345544
674	0.1790810854
675	0.1789767035
676	0.1788464031
677	0.1787884287
678	0.1787168089
679	0.1786342841
680	0.1785581138
681	0.1784816744
682	0.1783769333
683	0.1782377445
684	0.1781125544
685	0.1779692429
686	0.1778175082
687	0.1777420862
688	0.1776698272
689	0.1775857449
690	0.1775033677
691	0.1773292183
692	0.1772627582
693	0.1771963892
694	0.1770949331
695	0.1769722578
696	0.1768167383
697	0.1767115901
698	0.1766090043
699	0.1765395393
700	0.1764622464
701	0.1762749409
702	0.1761978024
703	0.1761038297
704	0.17601565
705	0.175930196
706	0.1758083618
707	0.1756985838
708	0.1755371125
709	0.1754441231
710	0.1753271738
711	0.1752034094
712	0.1751313258
713	0.1750701731
714	0.1749978435
715	0.1749416032
716	0.1748481512
717	0.1747811637
718	0.1745291004
719	0.174461929
720	0.1743612982
721	0.1742463086
722	0.1741263034
723	0.174055538
724	0.1739785848
725	0.1739077715
726	0.1737552791
727	0.1736955555
728	0.1735773571
729	0.1734577873
730	0.1734086961
731	0.1732992384
732	0.1731927104
733	0.1730656716
734	0.1729590021
735	0.1729034939
736	0.1728492036
737	0.1727860792
738	0.1727513355
739	0.1726334001
740	0.1725385333
741	0.1724321296
742	0.1722865393
743	0.1722256438
744	0.1721392827
745	0.1720432112
746	0.1719882451
747	0.1718869808
748	0.1718021423
749	0.1716950795
750	0.1715595202
751	0.1714999248
752	0.1714004403
753	0.1713084522
754	0.1712316281
755	0.1711186982
756	0.1710415533
757	0.170964114
758	0.1708883474
759	0.1707916925
760	0.1707090259
761	0.170656191
762	0.1705929081
763	0.1705332282
764	0.1704735357
765	0.1703328272
766	0.1702288279
767	0.1701511298
768	0.1700305711
769	0.1699406405
770	0.1697893923
771	0.1697364951
772	0.1696947401
773	0.1696204979
774	0.1695117605
775	0.1693796729
776	0.1692776718
777	0.1692066833
778	0.1691420276
779	0.1690498678
780	0.1689476071
781	0.1688734741
782	0.1688108084
783	0.1687412921
784	0.1686572254
785	0.1685355025
786	0.1684580818
787	0.168399509
788	0.1683109079
789	0.1681994136
790	0.1681196685
791	0.1680746236
792	0.1680023923
793	0.1678914435
794	0.1678089697
795	0.1677116349
796	0.1675958781
797	0.1675222844
798	0.1674364803
799	0.1672692491
800	0.1671657396
801	0.1670842476
802	0.1670414993
803	0.1669983873
804	0.1669288312
805	0.1668213064
806	0.1667473179
807	0.1666372088
808	0.1665400023
809	0.1664688371
810	0.1664061882
811	0.1663115115
812	0.1662090265
813	0.1661168397
814	0.1660334323
815	0.1659887104
816	0.1658745985
817	0.1658144945
818	0.1657139176
819	0.1656703599
820	0.1655981432
821	0.1655451549
822	0.1654698497
823	0.1653573995
824	0.1652185168
825	0.1651440634
826	0.1649638574
827	0.1649266703
828	0.1648350636
829	0.1647891081
830	0.1647095165
831	0.1646211608
832	0.1645932753
833	0.1645047574
834	0.1644050845
835	0.1643507129
836	0.1642545917
837	0.1641614193
838	0.1641113784
839	0.1639593697
840	0.1638778299
841	0.1638081626
842	0.1637493579
843	0.1636267141
844	0.1635229226
845	0.1634167119
846	0.1633075928
847	0.1631676956
848	0.1630681066
849	0.1629499767
850	0.1628237944
851	0.1627475314
852	0.1626546037
853	0.1625733386
854	0.1625246378
855	0.1624574843
856	0.1624118092
857	0.162275255
858	0.1621449945
859	0.1620050077
860	0.1619150354
861	0.1618229521
862	0.1617169706
863	0.161586906
864	0.1614948567
865	0.1613727318
866	0.1613151183
867	0.161239761
868	0.1611923147
869	0.1611163259
870	0.1610782497
871	0.1609916024
872	0.1609431743
873	0.160897895
874	0.1608534015
875	0.1607412193
876	0.1606775804
877	0.1605601818
878	0.1604715261
879	0.1603619644
880	0.1603244394
881	0.1602462117
882	0.1601091689
883	0.1600561999
884	0.1599526902
885	0.1598550782
886	0.159756622
887	0.1596834544
888	0.1595380045
889	0.1594274015
890	0.1592901506
891	0.1592330488
892	0.1591167155
893	0.1590686081
894	0.1590244522
895	0.1589510033
896	0.1588571029
897	0.1587522181
898	0.1586962908
899	0.1586351273
900	0.158527589
901	0.1584655161
902	0.1584022692
903	0.1583498703
904	0.1582927418
905	0.1582152088
906	0.1581479306
907	0.1580793685
908	0.1579870021
909	0.1579287028
910	0.1578840287
911	0.1578343749
912	0.1577714145
913	0.157731943
914	0.1576609509
915	0.1576129405
916	0.1575597314
917	0.1574877234
918	0.1573593586
919	0.1572590437
920	0.1571880496
921	0.1570971964
922	0.1570563449
923	0.1570058839
924	0.1569242274
925	0.1568337195
926	0.1567498074
927	0.1566554646
928	0.1565748166
929	0.1565350069
930	0.1564530181
931	0.1563997897
932	0.1563125675
933	0.1562460592
934	0.156154139
935	0.1561087718
936	0.1559955217
937	0.1559328665
938	0.1558179809
939	0.1557530582
940	0.155644812
941	0.155580655
942	0.1555041934
943	0.1554061659
944	0.1553401233
945	0.1552439576
946	0.1551731976
947	0.1550939617
948	0.1550330024
949	0.1549544857
950	0.1548745526
951	0.1547485668
952	0.1546475704
953	0.1546299811
954	0.1545210652
955	0.1544507992
956	0.1543777745
957	0.1542859664
958	0.1542375489
959	0.1541909358
960	0.1540959886
961	0.153988536
962	0.1539242671
963	0.1538659039
964	0.1537987696
965	0.1537409925
966	0.1536798455
967	0.1535796774
968	0.1535255954
969	0.1534736386
970	0.1534034171
971	0.1533277179
972	0.1532536238
973	0.153138591
974	0.1530510138
975	0.1529214486
976	0.1528128698
977	0.1527587784
978	0.1526907484
979	0.152642193
980	0.1525419964
981	0.152457023
982	0.1524156497
983	0.1523633906
984	0.1523129821
985	0.1522388823
986	0.1521689797
987	0.1520789212
988	0.1520172281
989	0.1519765138
990	0.1519181422
991	0.1518679656
992	0.1517865659
993	0.1517248356
994	0.1516426498
995	0.1515846189
996	0.1515073612
997	0.1514716945
998	0.1514007981
999	0.1513681117
